"class"	"text"
0	@drinfausto @delfin53 @HectorRossete de hecho van directito al gobierno cubano
1	@DrLorenzoMeyer @aleaiactaestdc Mientras el pueblo haitiano este apendejado,seguirán en la ignorancia y la miserias. Les falta un AMLO.
0	@DrLorenzoMeyer Correcto. Gob. México tiene nummerosos recursos políticos y económicos para establecer un piso menos disparejo en trato y negociaciones con EUA, que no se  usan por intereses políticos personales en la SRE. Un ejemplo: silencio SRE ante violaciones DH vs migrantes en EUA.
1	@DrLorenzoMeyer Preocupa tema migrantes.Ojalá Méx. pudiera solucionar su situación de marginación y extrema pobreza,pero no podemos ser candil de calle y oscuridad de https://t.co/ilnPC0epXx terrible ser vía de paso a EU.Aunque necesario aplicar ley respetando DH.Por qué se agudizó problema?
1	@DrPacoMoreno1 Tenemos excelentes médicos, esforzados y dando todo por los pacientes de Covid, hasta la vida, sin insumos y a veces sin sueldo y éste señor prefiere traer otra vez a médicos cubanos que tal vez como antes no aporten nada pero cobren bu
1	@e_deportivo @rudorivera @pepesegarra @acervantes_ @ROHE10 El Pepe llegó pronto a Gringolandia y dejó atrás a su hijos De Iztapalacra, en la caravana migrante. Fue a negociar con el Trump, por qué el Béisbol nadie lo va a ver.
1	@E_Romanc Porque de entrada NO SON MÉDICOS, forman parte de la dictadura cubana y ese dinero es para ese gobierno!! @lopezobrador_ si podremos juzgarlo por TRAIDOR A LA PATRIA y por ojete!! ????????
0	@EAnthonyWayne Making a point politiquing goes both ways about how to deal with ilegal inmigration ilegaly inviting it to use mx as a platform
0	@EarlLebowski @CortesSteve And if matters could get any worse, Joe illegally created and enacted new immigration laws by immediately putting in a 100 day deportation ban and violated its agreement with Texas.  It’s and indirectly led to a caravan coming
1	@ECardenasPuebla @Gortizgzayahoo1 Puebla   Salgan a votar vean en este momento la situación económica tan grave que está generando Morena por apoyar a migrantes con dinero a los mexicanos  Cuiden sus empleos y no permitan que salgan sus industrias del Estado  #MORENAGobiernaMal   Cárdenas Gobernador
0	@ecastil4 only natural-born u.s. citizens are allowed to seek the presidency, and he was born to a canadian mother &amp; south african father in south africa, so unless congress randomly decide to amend the constitution, that ain't happening. https://t.co
1	@econokafka Que alivio saber que los cubanos ya no tendrán que venir a México por dólares, ya les matarán el hambre ahora que se autorice la actividad privada en su país. https://t.co/AlIexU7bmZ
0	@ecuernavaco2 Esos médicos cubanos solo verán una mínima parte de ese sueldo, todo es para patrocinar a la dictadura cubana.
1	@Edd_Campe @NachoRgz @JucaNoticias además hay un video de hondureños recibiendo dinero antes de empezar caravana, bien dice Dr Jalife, está orquestada por Soros para golpear a Trump antes de elecciones y a AMLO.
0	@Edd_Campe la vdd.... este tema seria mucho mas polemico y dificil que la consulta a favor o en contra del aeropuerto del despeñadero.... ahora la cosa cambio... no todos los migrantes iran a E,Unidos y si viene el lider de la caravana,.. o todos o ningu
1	@eddadriana @callodehacha Ese 11% son los centroamericanos que se vinieron de migrantes a la buena de dios, no procuran nada al país pero quieren todos los beneficios y quieren exigir lo que en su país de origen no pueden
1	@edelamadrid Mejor hubieran de basificar y dar propuestas reales de trabajo a enfermeras y enfermeros, médicos y médicas, químicos y personal especializado para la salud en lugar de andar regalando dinero a los cubanos para su causa…
1	@edgemtb73 @ConyValtierra @RadioUdeG @RockSoul919 @MARICHUPINA @jaranni @gris_soto_c @letrera @l_anitaka @StephyPaola @CeciliaGonzlez3 @karlanistein @DraSerotonina @Ernestobaezl @loy_murcia @lalographicos1 @Osuna2324 @JoeFrancRamirez @mraguilasfelipe @hekglez We si a los  migrantes les están regalando ropa, y calzado por qué ami no unos guantes alpinestar o unos Fox 🧤 jajajja jajajaja
1	@EduardoBarreraH @DoliaEstevez @Article19 @artcle19 Human right,art. 19,cuban@s,argentin@s, sobretodo son la misma vaina(en México,la misma chingadera) pagados,vividor@s, todo por la verdad   la profesión   por mi país  EU paga,o sea q ni le hagan a la
0	@edularity ¡Con mucho gusto se lo hago llegar!  (Aún no me bloquea, pero seguramente lo hará después de recibir este tuit) Oiga señora @LAURAZAPATAM aquí le mandan este video, para que por favor se sensibilice un poco con los migrantes ¡y deje de decir mamadas!
0	@Edwrdrz @lopezobrador_ @fgymexico @INAMI_mx @realDonaldTrump Ahora resulta que en la 1ra Caravana despotricabas contra la migración y ahora la defiendes?  Recuerda que EU está en una situación de desventaja por China y Rusia que están muy interesados en apoyar a México. Si no sabe de geopolítica pues pido mucho para que entiendas men
1	@EdySmol @abrahamendieta ¿Cuál es el status migratorio de @abrahamendieta?  ¿Esta trabajando en el senado?  ¿Esta permitido que un extranjero participa en politica interna en México? @M_OlgaSCordero
0	@EFernandezve1 De veras esto es un vulgar “lugar común”. El elemento clave que falta en esa lista es el elemento humano: los venezolanos mismos. El principal enemigo de Venezuela en términos de progreso son sus habitantes.
0	@EfrainAguilas12 @Zurdo3031 Leí que se desbordó un canal de aguas negras
0	@EIJefeDiego Para que EUA vea lo importante de sus inmigrantes que necesitan ayuda   Los otros, los típicos acarreados que van en contra de Trump. Nuevamente sale a lo que siempre supo hacer.  Andar de porro en protestas, mítines y grupos de choque
1	@el_BID  @BancoMundialLAC  @BancoMundial   @lopezobrador_ #AMLOCorrupto   Esta endeudando al país y fabricando más pobres, no den más dinero no es para desarrollo; es para más corrupción, narcotráfico @Luis_C_Sandoval migrar + centroamericanos regis
0	@El_Cooperante Y los venezolanos votaron por Chavez.
0	@El_Neb Nos dejaron la serpiente, el nopal se secó y el águila se fue a cazar migrantes.
0	@El_perfumado15 @yxqandrea Prefiero ser color negro y que no se me note a color duvalin ????????
0	@el_Periodico No son estupidos no los subestime usted es el que violenta los derechos humanos de millones de guatemaltecos renuncie Giamatei
0	@el_Periodico Si... se le llama migración ilegal por falta de oportunidades...
0	@el_Periodico Verdaderas joyas de la delincuencia chapina y todavía los siguen protegiendo
0	@el_tecolotin Sabias que lopez le pago ha millones de mexicanos hondureños guatemaltecos salvadorenses brasileños cubanos peruanos afganistanos venezolanos chavistas estadounidences canadiences mexicanos y hondureños para llenar todo el zocalo hay pues
1	@El_Universal_Mx @lopezobrador_ Por eso no alcanza el dinero, están más preocupados por los migrantes que por los mexicanos.
0	@El_Universal_Mx ¿Y nosotros qué culpa tenemos? (Los cubanos). ??????
1	@El_Universal_Mx A ver: esos xenofilicos q tanto protegen y adoran a los pobrecitos migrantes aquí está su oportunidad de no solo andar de hocicones y pagarles alojamiento y alimentarlos hasta q los acepten en EU
0	@El_Universal_Mx Ah claro! Como lo pidió él seguro lo pelan. Quién se cree que es? Y por casa cómo andamos? Dejá de mandarles a la guardia nacional a los centroamericanos, cínico!
0	@El_Universal_Mx Avísale a la ciudadanía cubana, a ver si eso les sirve para poder comer algo.
0	@El_Universal_Mx Contrata médicos mexicanos obrador,!no seas malinchista, que los cubanos son mejores, no compres vacunas cubanas que no tienen reconocimiento por la organización mundial de la salud, es dinero tirado a la basura.
1	@El_Universal_Mx Esa caravana migrante es ilegal que entre en nuestro país ....tú crees que USA los dejara pasar ? Y tú sabes dónde terminarán? Es muy inseguro para ellos y para nosotros lo mejor es que cada uno trabaje en su país
1	@El_Universal_Mx IMSS= instituto Mexicano (no guatemalteco) del seguro social. Punto
1	@El_Universal_Mx La verdad oculta detrás de la llegada de migrantes es catastrófica urge sellar fronteras
1	@El_Universal_Mx No es posible seguir aceptando la llegada de médicos cubanos durante la pandemia se quedaron se les pagó y ahora se vienen a quedar para quitar a los médicos mexicanos esto es inaudito que no hay nadie para No aceptar que hacen los Sen
1	@El_Universal_Mx No estoy de acuerdo como se maneja a los migrantes centroamericanos, albergues, comida, transporte hasta la frontera, causan problemas a ciudades fronterizas y propician entrada ilegal a USA. , mientras a migrantes mexicanos más pobres,no se les da las mismas facilidades.
1	@El_Universal_Mx Nomas se sobrepone a las dos vacunas Omicron y la traen a Mx la migracion africana por miles de peronas a la frontera llegando a Tijuana dios nos libre no estare en el socalo
0	@El_Universal_Mx Para que los medicos cubanos puedan ejercer en Mexico se requiere la revalidacion de sus estudios por parte de la SEP y la debida cedula profesional, de otra manera estarian violentando la Ley y ejerciendo de manera ilegal.
0	@El_Universal_Mx Pongan atención a las ubicaciones de la caravana.  En ese momento estaban en esa ubicación en Puebla. Si traen ropa de la selección no significa que sean mexicanos, es porque la gente les va regalando ropa, andaderas o lo que tengan, d
1	@El_Universal_Mx Pues no sé porque se hizo viral. Aquí en México no vendemos piñas. Diario nos la rifamos trabajando. Mal pedo de los migrantes, ni en su propio país se preocupan por ellos como en México.
1	@El_Universal_Mx Que se lleve a toda su pinche caravana migrante para que les lanze un misil Trump y ahora si se acabaría el problema...ok me proyecte
0	@El_Universal_Mx Sr Muñoz Ledo: usted sabe mucho y tiene toda la razón en cuanto al migrante...le saludo...
0	@El_Universal_Mx Una consulta... A ustedes les preguntaron que si queríamos médicos cubanos, por qué no hizo un una consulta pública? #ElPeorPresidenteDeLaHistoria
0	@El_Universal_Mx Y los álbum médico cubano.. qué suerte
1	@El_Universal_Mx Zoe, no seas estúpido, claro que nos afecta muchísimo ya que no hay medicinas para los que hemos trabajado toda la vida, no seas lambehuevos prefiero a mis compatriotas y gente pobre que a guatemaltecos y recuerda que el dinero es de lo
0	@ElAjedrezDeAdan @victor_andrade @DraAnaCeci Entonces para que traer médicos cubanos????
0	@ElAmaDeCasa1 @manuelhborbolla Lo que este se merece es que lo vacunen con la vacuna cubana ???? ; Porque en otros países están vacunando menores y aquí no? En Israel ???? ya están con la cuarta dosis y aquí prefieren “supervisar” el #tre
1	@ElAmaDeCasa1 Yo quisiera ser ama de casa... Nada más. Pero bueno, nos toca shingarle afuera, porque el IMSS de 25 mil guatemaltecos no se va a pagar solo.
0	@elapide @remmakess @DraAnaCeci Hasta cres que van a mandar a los cubanos a esas zonas , los van a cuidar. Es pantalla para dar dinero a Cuba. Lo malo es que ya tenemos muchos socialistas en mx.
1	@Elbillymc Pinche chimpancé amaestrado de @Pellomaldonado deberían de clarificar su estatus migratorio. Seguro es un indocumentado centroamericano afirmandose superior  por qué el no come frijoles 
0	@ElditaG A mi también me choca. ¿Conoces el origen? Colombianos que trabajaban en la Venezuela de otrora y que al regresar a su tierra llegaban con dinero, modos y expresiones venezolanos, a lo que sus paisanos respondían con la expresión: “¡Miren 
0	@Elena23421306 @jagraterol2 @escovargabriela Creo que el problema no es envidia de parte de los colombianos, sino la arrogancia, prepotencia y engreimiento de muchos venezolanos.  El colombiano le lleva una morena al venezolano en muchos ambitos. Comenzan
1	@ElFinanciero_Mx @lopezobrador_ @realDonaldTrump Mexico debe exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
1	@ElFinanciero_Mx @lopezobrador_ Mexico debe exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
1	@ElFinanciero_Mx @m_ebrard @SRE_mx Mexico debe exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
1	@ElFinanciero_Mx @m_ebrard Mexico debería exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
1	@ElFinanciero_Mx Mexico debe exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
0	@ElFinanciero_Mx Se los dije a los migrantes los abandonan a su suerte. Trabajo? Otra mentira del actual gobierno.
1	@ElFinanciero_Mx Ya no queremos mas migrantes
1	@ElFinancieroTv @lopezobrador_ Este pinche viejo ridículo no se cansa de cagarla? En lugar de que diga que no hay recursos para atender a tanto migrante, sale con estas pendejadas va a seguir alentando a los migrantes a que sigan llegando al país😡😡 no mames ya parale a tus pendejadas López.
1	@ElFinancieroTv @lopezobrador_ Primero debería defender la dignidad nacional en la frontera sur, ¿O acaso los migrantes que irrumpen en nuestro país violentando las leyes de México no están burlándose de todos los mexicanos?
0	@ElfJohanaGT Mala onda con el negro que no le puedo decir negro ????????
0	@ElGenuinoGG @jccortes @OficialFrenaaa De que se preocupen no que los frenas tienen SOLUCIÓN A TODO menos a tener seguidores ni poder llevar   gente a sus plantones a sus marchas a sus caravanas a sus juicios sumarios etc etc https://t.co/1agHrJTUfn
1	@elgorrrdooo @m_ebrard Con qué derecho se pone a financiar migrantes con recursos propios y no habla de los recursos otorgados por la ONU  Falta de claridad en todo lo que ha hecho y un total incumplimiento  Primero México y los mexicanos #ConMisImpuestosNO
1	@elheraldo_mx Ya no reciban más migrantes, esto trae trasfondo político, investiguen y por favor, ya el panorama pinta mal para los mexicanos, hay mucha pobreza 🙁
